97,URUGUAY SAFARI,M,RUTA 12 KILOMETRO 129 ESTABLECIMIENTO SANTA ELENA,,,,PARAJE MONZON,SORIANO,,,,099621595,info@uruguaysafari.com,,,,-33.881819,-57.204255,,,,,,,,,97,30905
216,ISLA DEL INFANTE,M,FLORIDA 102,,,,VILLA SORIANO,SORIANO,098155223,092755955,,,santodomingovillasoriano@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,216,6850447
141,BICHADERO,M,CAMINO CUCHILLA DE LAURELES,,,,LAURELES,TACUAREMBO,46302358,,,095225222,dario.bichadero@gmail.com,,,,-31.213640,-55.590000,,,,,,,,,141,722033
176,LA POSTA DEL HUM,M,ISMAEL CORTINAS 1450,,,,PASO DE LOS TOROS,TACUAREMBO,095643996,,,095644751,lapostadelhum@hotmail.com,www.lapostadelhum.com,,,-32.620800,-55.612700,,,,,,,,,176,5562004
167,ECO POSADA ÑANGAPIRE,M,PADRON 7808 SEXTA SECCION JUDICIAL,,,,TACUAREMBO,TACUAREMBO,,,,098869120,biouruguay@yahoo.com,www.biouruguayinternacional.com,,,-32.620800,-55.612700,,,,,,,,,167,5080329
156,PANAGEA,M,RUTA 31 KILOMETRO 189 - PADRON 1378,,,,TACUAREMBO,TACUAREMBO,46302795,,,099836149,panagea@adinet.com.uy,,,,-32.620800,-55.612700,,,,,,,,,156,2908646
105,YVYTU ITATY,M,11 SECCION CATASTRAL PADRON 10653,,,,TACUAREMBO,TACUAREMBO,46308421,,,099837555,yvytuitaty@hotmail.com,www.viviturismorural.com.uy,,,-32.000500,-56.184800,,,,,,,,,105,31857
143,COMPLEJO SAN FRUCTUOSO,M,RUTA 5 KILOMETRO 380,,,,TIERRAS COLORADAS,TACUAREMBO,46321457,,,097442044,hotel@complejosanfructuoso.com,www.complejosanfructuoso.com,,,-32.620800,-55.612700,,,,,,,,,143,1057166
21,ESTANCIA LOS PLATANOS,M,RUTA 7 KILOMETRO 234 PADRON 2870,,,,VALENTINES,TREINTA Y TRES,44606232,,,099855603,marina@estancialosplatanos.com,www.estancialosplatanos.com,,,-33.232900,-55.128900,,,,,,,,,21,30302
213,RINCON DE LOS MATREROS,M,PADRÓN 9905 SEC. JUDICIAL 5,,EL YERBAL,,YERBAL CHICO,TREINTA Y TRES,099379433,,,,math.jetten@gmail.com,www.rincondelosmatreros.com,,,-32.620800,-55.612700,,,,,,,,,213,6811549
85,PINOS DE LA QUEBRADA,M,RUTA 8 KM.316300,,,,YERBALITO,TREINTA Y TRES,,,,095001250,pinosdelaquebrada@gmail.com,www.pinosquebrada.com,,,-32.967200,-54.362700,,,,,,,,,85,30889
